Iteration,Total-Applicants-Assigned,Total-#-Houses,Disabiled-Applicants-Assigned,%-Disabiled-Applicants-Assigned,Disability-Utility,Distance-Utility,#-Blacks,#-Hispanics,#-Whites,#-Others,%-Blacks,%-Hispanics,%-Whites,%-Others
80,292,292,36,0.5373134328358209,5.4967419001017275,5.207017801422013,107,46,131,8,0.5602094240837696,0.4946236559139785,0.5019157088122606,0.47058823529411764
81,292,292,35,0.5223880597014925,5.393640938917607,5.25829522784412,114,46,118,14,0.5135135135135135,0.5609756097560976,0.4978902953586498,0.6666666666666666
82,292,292,38,0.5277777777777778,5.355954042718876,5.215249289954435,111,45,129,7,0.5260663507109005,0.4787234042553192,0.5397489539748954,0.3888888888888889
83,292,292,25,0.423728813559322,5.391590497429806,5.221282846604068,111,48,122,11,0.5045454545454545,0.5853658536585366,0.5126050420168067,0.5
84,292,292,38,0.5205479452054794,5.462063392895327,5.279226063930249,106,55,120,11,0.5196078431372549,0.5445544554455446,0.5063291139240507,0.55
85,292,292,34,0.5230769230769231,5.405681490210231,5.2866525203707,114,40,130,8,0.5181818181818182,0.5128205128205128,0.5263157894736842,0.47058823529411764
86,292,292,37,0.5068493150684932,5.338905686091249,5.249069315844953,101,38,142,11,0.4590909090909091,0.5428571428571428,0.5568627450980392,0.6470588235294118
87,292,292,32,0.5161290322580645,5.56292218697214,5.298465439192607,110,43,127,12,0.514018691588785,0.4725274725274725,0.5291666666666667,0.7058823529411765
88,292,292,43,0.5,5.472677481228769,5.272358938165442,112,47,126,7,0.5161290322580645,0.5595238095238095,0.5228215767634855,0.35
89,292,292,41,0.5324675324675324,5.477712155747697,5.2222468146619505,101,56,123,12,0.505,0.5490196078431373,0.5189873417721519,0.5217391304347826
90,292,292,29,0.43283582089552236,5.367805426748639,5.183346426836245,102,50,128,12,0.5074626865671642,0.6097560975609756,0.4866920152091255,0.75
91,292,292,36,0.4864864864864865,5.324438930306054,5.125353281851968,120,51,117,4,0.5504587155963303,0.51,0.4978723404255319,0.4444444444444444
92,292,292,44,0.5301204819277109,5.232568183593314,5.1253945618659085,116,45,124,7,0.5087719298245614,0.5769230769230769,0.5166666666666667,0.4375
93,292,292,36,0.5901639344262295,5.482354023848103,5.203791376075051,107,46,129,10,0.5487179487179488,0.4946236559139785,0.516,0.4166666666666667
94,292,292,40,0.4878048780487805,5.468887645680956,5.348004370959915,107,51,125,9,0.5323383084577115,0.53125,0.5122950819672131,0.42857142857142855
95,292,292,43,0.4942528735632184,5.467876003600807,5.275503734565794,107,50,128,7,0.5047169811320755,0.5952380952380952,0.5140562248995983,0.4117647058823529
96,292,292,44,0.5714285714285714,5.560223284966277,5.261467235680272,106,42,134,10,0.49765258215962443,0.5,0.5403225806451613,0.5882352941176471
97,292,292,34,0.4857142857142857,5.643479858485426,5.246351277931641,111,47,129,5,0.5336538461538461,0.5108695652173914,0.5180722891566265,0.38461538461538464
98,292,292,43,0.524390243902439,5.31230437216965,5.115474775387904,111,40,135,6,0.511520737327189,0.47058823529411764,0.5378486055776892,0.6666666666666666
99,292,292,37,0.4805194805194805,5.4263092343618275,5.265700399586526,106,49,127,10,0.5221674876847291,0.5157894736842106,0.5100401606425703,0.6666666666666666
100,292,292,43,0.6615384615384615,5.437803354734317,5.282924640554936,90,60,132,10,0.46875,0.6185567010309279,0.5238095238095238,0.47619047619047616
